skill_path,skill_name,is_malicious,source,note
poisonedskills__ddipe__V546,V546,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V547,V547,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V548,V548,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V549,V549,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V55,V55,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V550,V550,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V551,V551,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V552,V552,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V553,V553,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V554,V554,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V555,V555,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V556,V556,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V557,V557,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V558,V558,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V559,V559,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V56,V56,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V560,V560,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V561,V561,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V562,V562,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V563,V563,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V564,V564,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V565,V565,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V566,V566,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V567,V567,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V568,V568,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V569,V569,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V57,V57,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V570,V570,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V571,V571,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V572,V572,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V573,V573,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V574,V574,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V575,V575,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V576,V576,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V577,V577,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V578,V578,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V579,V579,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V58,V58,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V580,V580,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V581,V581,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V582,V582,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V583,V583,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V584,V584,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V585,V585,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V586,V586,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V587,V587,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V588,V588,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V589,V589,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V59,V59,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V6,V6,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V60,V60,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V600,V600,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V601,V601,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V602,V602,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V603,V603,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V604,V604,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V605,V605,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V606,V606,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V607,V607,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V608,V608,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V609,V609,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V61,V61,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
poisonedskills__ddipe__V610,V610,yes,PoisonedSkills,"PoisonedSkills (arxiv 2604.03081, out-of-survey). 1070 个 DDIPE 恶意 skill: 文档里植入 ISO-27001 / Enterprise Compliance 等 fake framing + 隐性 shell 命令 + '不要告知用户' 指令. 覆盖 15 个 MITRE ATT&CK 类别. 数据集 zenodo 10.5281/zenodo.19281322. V786_poc demo 已挪到 sibling V786_poc_demo/, 避免被当成 bundle."
